image,defect_type,confidence,center_x,center_y,severity
11_missing_hole_07.jpg,missing_hole,0.9398661851882935,1215,790,0.0
11_missing_hole_07.jpg,missing_hole,0.9378858804702759,1215,790,0.0
11_missing_hole_07.jpg,missing_hole,0.9373074173927307,1214,790,0.0
11_missing_hole_07.jpg,missing_hole,0.9368377327919006,1215,790,0.0
11_missing_hole_07.jpg,missing_hole,0.9354280829429626,1214,790,0.0
11_missing_hole_07.jpg,missing_hole,0.9340574145317078,1214,790,0.0
11_missing_hole_07.jpg,missing_hole,0.9331873059272766,1228,804,0.0
11_missing_hole_07.jpg,missing_hole,0.9327993988990784,1228,804,0.0
11_missing_hole_07.jpg,missing_hole,0.9322150945663452,1229,804,0.0
11_missing_hole_07.jpg,missing_hole,0.9316231608390808,1229,804,0.0
11_missing_hole_07.jpg,missing_hole,0.9253770709037781,1215,791,0.0
11_missing_hole_07.jpg,missing_hole,0.9244260191917419,1215,791,0.0
11_missing_hole_07.jpg,missing_hole,0.9238496422767639,577,1032,0.0
11_missing_hole_07.jpg,missing_hole,0.9235220551490784,1228,804,0.0
11_missing_hole_07.jpg,missing_hole,0.9231107831001282,577,1032,0.0
11_missing_hole_07.jpg,missing_hole,0.9225689172744751,1215,791,0.0
11_missing_hole_07.jpg,missing_hole,0.9225561618804932,578,1033,0.0
11_missing_hole_07.jpg,missing_hole,0.9222363829612732,578,1033,0.0
11_missing_hole_07.jpg,missing_hole,0.9208512306213379,1229,804,0.0
11_missing_hole_07.jpg,missing_hole,0.9203935861587524,563,1019,0.0
11_missing_hole_07.jpg,missing_hole,0.9199897646903992,564,1019,0.0
11_missing_hole_07.jpg,missing_hole,0.919556736946106,577,1034,0.0
11_missing_hole_07.jpg,missing_hole,0.9192531108856201,577,1034,0.0
11_missing_hole_07.jpg,missing_hole,0.9185352921485901,563,1019,0.0
11_missing_hole_07.jpg,missing_hole,0.9184262752532959,1228,805,0.0
11_missing_hole_07.jpg,missing_hole,0.9179200530052185,563,1019,0.0
11_missing_hole_07.jpg,missing_hole,0.9176270365715027,1228,805,0.0
11_missing_hole_07.jpg,missing_hole,0.917027473449707,563,1019,0.0
11_missing_hole_07.jpg,missing_hole,0.9170013070106506,564,1019,0.0
11_missing_hole_07.jpg,missing_hole,0.9162318110466003,563,1019,0.0
11_missing_hole_07.jpg,missing_hole,0.915680468082428,564,1019,0.0
11_missing_hole_07.jpg,missing_hole,0.9143385887145996,563,1019,0.0
11_missing_hole_07.jpg,missing_hole,0.9138711094856262,577,1032,0.0
11_missing_hole_07.jpg,missing_hole,0.9127204418182373,578,1033,0.0
11_missing_hole_07.jpg,missing_hole,0.9108583331108093,577,1034,0.0
11_missing_hole_07.jpg,missing_hole,0.909033477306366,1257,833,0.0
11_missing_hole_07.jpg,missing_hole,0.9071860313415527,1228,805,0.0
11_missing_hole_07.jpg,missing_hole,0.9070349335670471,1257,833,0.0
11_missing_hole_07.jpg,missing_hole,0.9045031666755676,1257,833,0.0
11_missing_hole_07.jpg,missing_hole,0.903838574886322,1257,834,0.0
11_missing_hole_07.jpg,missing_hole,0.9022402763366699,1257,834,0.0
11_missing_hole_07.jpg,missing_hole,0.9001143574714661,1257,834,0.0
11_missing_hole_07.jpg,missing_hole,0.9000220894813538,1396,1037,0.0
11_missing_hole_07.jpg,missing_hole,0.89923095703125,1395,1037,0.0
11_missing_hole_07.jpg,missing_hole,0.8989460468292236,1396,1037,0.0
11_missing_hole_07.jpg,missing_hole,0.8982763886451721,1395,1037,0.0
11_missing_hole_07.jpg,missing_hole,0.895422637462616,1381,1023,0.0
11_missing_hole_07.jpg,missing_hole,0.8935860991477966,1381,1023,0.0
11_missing_hole_07.jpg,missing_hole,0.8908952474594116,606,1061,0.0
11_missing_hole_07.jpg,missing_hole,0.8901311755180359,1381,1023,0.0
11_missing_hole_07.jpg,missing_hole,0.8888763189315796,606,1061,0.0
11_missing_hole_07.jpg,missing_hole,0.8884926438331604,606,1062,0.0
11_missing_hole_07.jpg,missing_hole,0.8879556059837341,606,1061,0.0
11_missing_hole_07.jpg,missing_hole,0.8866361975669861,606,1062,0.0
11_missing_hole_07.jpg,missing_hole,0.8865116238594055,1395,1037,0.0
11_missing_hole_07.jpg,missing_hole,0.8860809206962585,606,1062,0.0
11_missing_hole_07.jpg,missing_hole,0.8860571980476379,1396,1037,0.0
11_missing_hole_07.jpg,missing_hole,0.8817115426063538,606,1063,0.0
11_missing_hole_07.jpg,missing_hole,0.8806204199790955,606,1063,0.0
11_missing_hole_07.jpg,missing_hole,0.8790230751037598,606,1063,0.0
11_missing_hole_07.jpg,missing_hole,0.8679751753807068,1424,1066,0.0
11_missing_hole_07.jpg,missing_hole,0.8603461384773254,1381,1023,0.0
11_missing_hole_07.jpg,missing_hole,0.8592138886451721,1381,1023,0.0
11_missing_hole_07.jpg,missing_hole,0.8587018251419067,1424,1066,0.0
11_missing_hole_07.jpg,missing_hole,0.8577432036399841,1424,1066,0.0
11_missing_hole_07.jpg,missing_hole,0.8564025163650513,1257,834,0.0
11_missing_hole_07.jpg,missing_hole,0.8549498319625854,1257,834,0.0
11_missing_hole_07.jpg,missing_hole,0.8532387614250183,1257,834,0.0
11_missing_hole_07.jpg,missing_hole,0.8523445725440979,1381,1023,0.0
11_missing_hole_07.jpg,missing_hole,0.8520409464836121,755,1917,0.0
11_missing_hole_07.jpg,missing_hole,0.8496256470680237,755,1917,0.0
11_missing_hole_07.jpg,missing_hole,0.8495727777481079,1424,1065,0.0
11_missing_hole_07.jpg,missing_hole,0.8472455739974976,770,1932,0.0
11_missing_hole_07.jpg,missing_hole,0.8453460335731506,755,1917,0.0
11_missing_hole_07.jpg,missing_hole,0.8448111414909363,769,1931,0.0
11_missing_hole_07.jpg,missing_hole,0.8425225615501404,755,1917,0.0
11_missing_hole_07.jpg,missing_hole,0.8416409492492676,1424,1065,0.0
11_missing_hole_07.jpg,missing_hole,0.8398619890213013,864,1933,0.0
11_missing_hole_07.jpg,missing_hole,0.8393641114234924,866,1932,0.0
11_missing_hole_07.jpg,missing_hole,0.8390911221504211,1424,1065,0.0
11_missing_hole_07.jpg,missing_hole,0.8374888896942139,755,1917,0.0
11_missing_hole_07.jpg,missing_hole,0.837216854095459,866,1932,0.0
11_missing_hole_07.jpg,missing_hole,0.8352004289627075,864,1933,0.0
11_missing_hole_07.jpg,missing_hole,0.832491397857666,864,1933,0.0
11_missing_hole_07.jpg,missing_hole,0.8308550715446472,755,1917,0.0
11_missing_hole_07.jpg,missing_hole,0.8300180435180664,853,1918,0.0
11_missing_hole_07.jpg,missing_hole,0.8242369890213013,853,1918,0.0
11_missing_hole_07.jpg,missing_hole,0.8240960836410522,796,1959,0.0
11_missing_hole_07.jpg,missing_hole,0.8177967071533203,1395,1036,0.0
11_missing_hole_07.jpg,missing_hole,0.8175894618034363,1395,1036,0.0
11_missing_hole_07.jpg,missing_hole,0.8173692226409912,864,1933,0.0
11_missing_hole_07.jpg,missing_hole,0.8111667633056641,853,1918,0.0
